Team,Year,Record
atlanta_hawks,1983,"[False, True, True, True, False, False, False, False, True, True, True, True, False, True, False, False, False, True, True, False, False, False, True, False, True, True, False, True, True, False, True, False, False, True, False, True, True, True, True, False, False, True, True, True, False, True, True, True, True, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, True, False, False, True, False, False, False, False, True, False, True, True, False, True, True, True, True]"
atlanta_hawks,1982,"[False, False, True, False, True, True, True, False, False, False, False, True, True, True, False, False, True, True, False, False, True, True, True, False, False, False, True, True, False, False, False, True, True, True, False, True, False, True, True, False, False, True, False, False, True, False, True, True, False, False, True, False, False, False, True, True, True, True, True, True, False, True, False, True, False, True, True, True, True, False, False, False, True, False, True, True, False, True, False, True, False, True]"
atlanta_hawks,1981,"[False, False, True, True, True, False, False, True, True, True, True, True, False, False, False, False, False, False, False, True, True, False, False, False, False, True, True, False, True, True, True, True, False, True, False, True, False, False, True, False, False, False, False, False, False, False, False, True, True, True, True, True, False, False, False, False, True, True, True, True, True, False, False, True, True, True, True, False, True, True, True, False, False, True, True, False, True, True, True, False, True, False]"
atlanta_hawks,1980,"[True, True, True, True, False, False, False, True, False, False, False, False, False, False, False, False, False, False, True, True, True, False, False, False, True, False, False, True, True, True, True, True, True, False, False, True, True, False, True, False, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, False, True, False, False, False, True, True, True, False, False, True, True, False, True, True, False, False, True, False, False, True, False, False, True, False, False, False]"
atlanta_hawks,1979,"[True, False, False, False, True, False, True, True, True, False, True, True, True, True, True, True, False, True, False, True, False, False, False, True, True, False, True, False, True, False, True, True, True, True, False, True, True, False, True, True, False, False, True, False, True, True, False, False, False, False, False, True, True, True, True, True, True, True, False, False, True, True, True, False, True, True, True, False, True, True, True, False, True, True, False, True, True, True, False, True, False, False]"
atlanta_hawks,1978,"[False, True, False, True, False, False, True, True, False, False, True, True, True, False, True, True, True, False, True, False, True, True, False, False, False, False, True, True, False, False, True, False, True, False, True, False, True, False, True, False, False, True, True, True, True, True, True, False, False, False, True, False, True, True, False, True, False, False, False, True, True, True, True, True, True, True, True, True, False, False, False, False, True, True, True, False, False, False, True, True, True, True]"
atlanta_hawks,1977,"[True, False, True, True, True, True, True, True, True, False, False, False, False, True, True, False, True, False, False, True, False, False, False, False, False, True, True, True, False, False, True, False, False, True, False, False, False, False, True, True, False, False, True, False, False, True, False, True, True, False, True, False, False, True, False, True, False, True, False, False, True, True, False, True, True, True, False, True, True, False, False, False, False, True, False, True, True, True, True, True, False, True]"
atlanta_hawks,1976,"[False, True, True, False, False, False, False, True, False, True, True, False, False, False, False, False, False, True, True, False, False, False, False, True, True, True, False, True, False, True, False, False, False, False, False, False, False, False, True, False, False, True, True, False, True, False, True, False, False, True, False, True, True, False, True, True, False, True, False, True, False, True, False, True, False, True, True, False, False, False, False, True, False, False, False, False, True, False, True, False, False, False]"
atlanta_hawks,1975,"[True, False, False, True, False, True, True, True, True, False, True, True, False, False, True, True, False, True, False, False, True, True, False, True, False, True, False, False, True, True, False, False, True, False, False, False, False, True, True, True, False, False, False, False, True, False, True, False, True, False, False, False, True, False, False, True, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, True, False]"
atlanta_hawks,1974,"[False, True, True, False, False, True, False, False, True, False, True, False, False, True, True, False, False, False, True, False, True, True, False, True, True, False, False, True, False, True, False, False, False, False, True, False, True, False, False, True, False, False, False, True, False, True, True, False, False, True, False, False, False, False, True, True, False, False, False, False, True, False, False, False, False, True, True, False, True, True, False, False, False, True, False, False, True, False, True, False, False, False]"
atlanta_hawks,1973,"[True, True, False, False, False, True, True, False, True, True, True, False, True, False, True, False, True, False, False, False, False, True, True, True, False, False, False, False, False, True, True, True, False, True, False, True, True, False, False, True, False, False, False, False, False, True, False, True, False, False, True, False, False, False, True, False, True, True, False, True, False, False, False, True, False, False, False, False, True, True, False, False, True, False, False, True, False, True, True, True, False, False]"
atlanta_hawks,1972,"[True, False, True, False, False, False, True, True, False, False, True, True, True, False, True, False, True, False, False, True, False, False, False, True, True, True, True, True, False, False, True, True, True, True, True, False, True, False, True, False, False, False, True, True, False, False, False, True, True, False, True, True, True, False, False, True, True, True, False, False, True, True, True, True, False, False, True, True, True, True, True, True, False, False, True, False, True, True, False, True, False, False]"
atlanta_hawks,1971,"[False, False, False, False, True, False, True, True, False, False, False, False, False, True, False, True, False, False, False, False, False, False, True, True, True, False, False, False, False, False, True, True, True, False, True, False, True, False, True, True, False, False, False, True, False, False, True, False, True, True, False, True, False, False, True, False, False, False, False, True, True, True, False, False, True, False, True, True, False, True, False, False, True, False, True, False, True, True, True, True, True, True]"
atlanta_hawks,1970,"[False, True, False, False, False, False, True, False, False, False, True, False, True, False, False, False, True, True, False, False, False, False, False, False, True, False, False, False, True, True, True, True, False, True, False, False, False, False, False, True, True, False, False, False, False, False, False, True, True, False, True, False, False, False, True, True, False, False, True, True, True, True, True, False, False, True, False, True, False, True, False, True, True, True, True, True, True, False, True, True, True, False]"
atlanta_hawks,1969,"[True, True, False, True, False, False, True, True, True, True, True, True, True, True, True, False, False, True, True, False, False, False, True, True, True, False, True, True, False, True, False, True, False, False, True, True, False, True, True, True, False, False, True, True, True, False, False, False, False, False, True, True, False, True, False, False, False, False, True, True, True, False, False, True, False, True, True, True, False, True, False, False, False, True, True, False, True, True, True, True, True, True]"
atlanta_hawks,1968,"[False, True, True, False, True, False, False, True, False, False, True, True, False, True, False, False, False, True, True, True, False, False, True, True, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, True, True, True, False, True, True, True, False, False, False, False, True, True, False, True, True, False, False, True, True, False, False, True, True, True, False, False, True, True, True, False, True, False, True, True, False, False, False]"
atlanta_hawks,1967,"[True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, False, False, True, True, False, False, True, False, True, True, True, True, False, True, True, False, False, True, True, False, True, False, True, False, True, True, True, True, True, False, True, True, True, True, True, True, False, False, True, True, True, False, False, True, True, False, True, False, False, False, True, True, False, True, True, False, True, True, True, True, True, False, False, True]"
atlanta_hawks,1966,"[False, True, False, True, False, True, False, True, False, True, True, True, True, True, False, False, False, False, False, True, False, True, False, False, False, True, False, False, False, True, False, True, True, False, True, True, False, False, True, False, False, False, True, False, True, False, False, True, False, True, False, True, True, False, True, True, False, False, True, True, True, True, False, True, False, False, False, False, False, True, False, False, True, False, True, True, True, True, True, False, True]"
atlanta_hawks,1965,"[True, False, False, True, True, False, False, True, False, False, True, False, True, False, False, True, True, False, False, True, False, True, False, True, False, False, False, False, True, True, False, False, False, True, True, False, False, False, True, False, False, False, True, True, True, True, False, True, False, False, True, False, False, True, True, False, False, True, False, True, False, True, False, False, True, True, False, True, True, False, False, False, True, True, True, False, False, True, True, False]"
atlanta_hawks,1964,"[True, True, False, False, False, True, True, True, True, False, False, True, True, False, True, True, False, True, False, False, True, False, True, True, True, False, False, True, False, False, False, False, True, True, True, False, False, True, False, True, False, True, True, True, False, False, False, False, True, True, False, False, False, False, True, True, True, True, True, False, False, False, False, True, True, True, True, False, False, True, True, True, True, True, True, False, True, True, True, True]"
atlanta_hawks,1963,"[False, True, False, True, True, True, True, True, True, False, False, False, False, True, True, True, False, False, True, False, True, True, False, True, True, False, True, True, False, True, True, False, False, True, True, False, False, False, False, True, True, True, False, True, False, False, True, True, True, False, False, True, True, False, True, True, False, False, False, True, True, True, True, False, False, True, True, False, True, False, True, True, True, True, True, False, True, False, True, False]"
atlanta_hawks,1962,"[True, True, True, False, True, True, False, True, False, False, True, True, True, False, True, False, False, True, True, True, True, False, True, False, True, True, False, True, False, False, True, True, False, False, True, False, True, True, True, False, True, False, True, False, True, True, True, True, True, True, False, False, False, True, False, True, False, True, False, False, True, True, False, True, False, True, True, True, False, False, True, False, True, True, True, False, True, True, False, True]"
atlanta_hawks,1961,"[False, False, True, False, True, False, True, True, False, False, True, False, False, False, True, False, False, False, True, False, True, False, False, True, False, True, False, False, True, False, False, False, False, False, False, True, True, True, False, False, True, False, False, False, False, False, False, True, True, True, True, True, False, True, False, False, False, False, False, False, True, True, False, True, False, False, False, False, False, False, False, True, True, False, False, True, True, True, False, False]"
atlanta_hawks,1960,"[True, False, True, True, True, True, True, False, True, False, True, False, True, True, True, True, False, False, True, True, True, False, True, True, True, False, True, True, True, False, True, True, False, True, False, False, True, True, True, False, False, True, False, True, False, True, False, True, True, True, True, False, True, False, True, False, True, False, True, True, False, True, True, False, True, False, True, False, True, False, True, False, True, True, True, True, True, False, True]"
atlanta_hawks,1959,"[False, True, True, False, True, True, False, False, True, False, False, True, True, True, True, False, False, True, True, False, True, False, True, True, True, True, True, True, False, True, False, False, True, True, False, False, True, False, False, False, True, True, True, True, True, False, False, True, False, True, True, True, True, True, True, True, False, False, True, True, True, False, True, False, True, False, False, False, True, True, False, True, True, True, True]"
atlanta_hawks,1958,"[True, False, True, False, True, True, False, True, True, False, True, True, False, True, True, True, True, True, True, True, False, False, False, True, True, True, True, True, False, True, True, True, False, True, True, False, True, True, True, True, True, False, True, True, True, False, True, True, True, False, True, False, False, True, True, True, True, False, False, True, True, True, False, True, False, True, True, False, False, True, False, True]"
atlanta_hawks,1957,"[False, False, True, False, True, True, True, False, False, True, True, True, True, True, True, True, False, True, False, False, False, True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, False, True, True, False, False, False, True, True, False, False, True, False, False, True, False, False, False, True, False, True, True, True, False, True, True, False, False, False, True, True, False, True, True, False, False, False]"
atlanta_hawks,1956,"[True, False, True, True, True, False, True, True, False, True, False, False, True, False, False, False, False, False, False, True, False, False, False, True, False, True, True, True, True, False, False, False, False, False, True, False, True, True, False, True, True, False, True, False, True, True, False, True, True, False, False, False, False, True, True, False, False, True, True, False, False, True, True, False, False, False, True, True, True, True, False, False]"
atlanta_hawks,1955,"[True, False, True, True, False, True, False, True, False, True, True, False, False, True, False, False, False, False, True, True, False, False, True, False, False, False, False, False, False, True, False, False, False, True, False, False, False, False, False, True, True, True, True, True, True, True, True, True, False, False, False, False, False, False, True, True, False, True, True, True, False, False, True, False, True, True, False, True, True, True, False, False]"
atlanta_hawks,1954,"[False, False, False, False, False, True, True, False, False, False, False, False, False, True, False, True, False, False, False, False, True, False, False, False, False, True, False, True, True, True, False, True, False, True, True, True, False, False, False, False, False, False, False, False, True, False, True, True, False, False, True, True, True, False, False, False, False, True, False, False, True, False, True, False, False, True, False, False, False, True, True, True]"
atlanta_hawks,1953,"[True, False, False, False, False, False, False, False, False, False, False, True, False, True, True, False, False, False, False, True, True, False, False, False, False, False, True, False, False, True, False, False, False, False, False, False, False, True, False, False, False, True, False, False, True, False, True, True, False, False, False, False, True, False, False, False, True, False, True, False, True, False, False, False, True, False, False, True, True, False, False, True]"
atlanta_hawks,1952,"[True, True, False, False, True, False, False, False, False, False, False, True, False, False, True, False, False, True, False, False, True, False, False, False, True, False, False, False, False, False, False, False, True, False, False, True, False, False, True, True, True, True, False, False, True, True, True, False, False, True, True, True, False, False, False, False, False, True, True, True, False, True, False, True, False, False, True, False, False, True, False]"
atlanta_hawks,1951,"[False, True, False, False, True, False, False, False, False, False, True, False, False, False, False, True, True, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, True, True, True, False, False, False, False, False, False, False, False, True, True, False, True, True, False, True, False, False, False, False, False, False, False, False, False, True, True, False, False, False]"
atlanta_hawks,1950,"[True, True, True, False, False, False, True, True, False, True, True, False, False, True, False, False, False, False, False, False, False, False, True, False, True, True, True, True, False, True, True, False, True, False, False, False, False, False, False, True, False, False, False, False, False, False, False, True, True, False, False, False, True, True, True, False, False, False, False, False, True, True, True, False, False, False, False, False]"
atlanta_hawks,1949,"[True, False, False, False, False, True, False, False, False, False, True, False, True, False, False, False, True, False, True, False, True, False, False, False, False, False, True, True, False, False, True, True, True, False, False, True, True, False, True, True, True, True, False, True, True, False, False, True, False, True, False, True, False, True, False, True, True, True, True, False, False, True, False, False]"
boston_celtics,2017,"[False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, False, True, True, True, True, False, True, False, True, False, True, True, False, False, True, False, True, True, True, True, True, True, True, False, False, False, False, True, False, True, True, True, True, False, True, False, False, False, True, True, True, True, False, True, True, False, False, True, False, True, True, True, True, True, True, False, False, True, False, False, True]"
boston_celtics,2016,"[True, False, True, True, False, False, False, True, True, False, True, False, True, True, True, False, True, False, True, True, False, True, False, False, False, True, True, True, True, False, True, True, False, True, True, True, True, False, True, True, True, False, False, False, True, True, True, True, True, True, True, False, True, True, True, True, False, False, True, False, True, True, False, False, True, False, True, True, True, False, True, True, True, True, False, True, True, False, False, True, True, True]"
boston_celtics,2015,"[True, False, False, False, True, True, False, True, True, True, False, True, False, False, True, True, False, True, True, False, True, True, False, True, False, False, False, True, True, True, True, False, False, True, False, False, False, False, True, True, True, False, False, True, True, True, True, True, False, True, True, True, True, False, True, False, True, False, True, True, True, True, True, False, True, False, False, False, False, True, True, True, True, False, False, True, True, True, True, False, False, True]"
boston_celtics,2014,"[True, False, False, False, True, True, False, False, False, True, False, False, False, False, False, True, True, True, False, False, False, True, True, True, False, False, False, False, True, False, False, False, True, False, False, True, False, False, False, True, True, False, True, False, False, False, True, True, True, False, True, False, False, True, True, True, False, False, True, True, False, True, True, True, True, True, False, False, False, True, False, True, False, True, True, False, True, True, True, True, True, True]"
boston_celtics,2013,"[False, False, False, False, True, True, True, True, False, False, False, False, False, False, True, True, False, True, False, True, True, True, False, False, True, True, False, False, False, True, False, False, False, False, False, False, False, False, False, True, False, False, False, True, False, False, False, False, True, True, True, False, True, False, False, False, False, False, True, False, False, True, True, False, False, False, False, False, True, False, False, False, False, False, False, False, False, False, True, True, False, False]"
boston_celtics,2012,"[False, False, True, True, False, True, True, True, False, True, False, False, True, True, False, True, False, True, False, True, True, False, False, False, True, False, True, False, False, False, False, True, True, True, True, True, True, False, False, False, False, False, False, True, True, True, True, True, True, True, False, True, False, False, True, False, True, True, True, True, True, False, False, True, True, False, False, False, False, False, True, True, False, False, True, False, True, False, False, True, False]"
boston_celtics,2011,"[False, False, False, True, True, True, True, False, False, False, False, False, True, False, True, True, True, True, False, True, True, True, True, True, False, False, True, False, False, False, False, False, True, True, True, True, True, False, True, False, True, True, False, False, True, True, False, True, True, True, True, True, False, False, True, True, True, True, False, True, True, False, True, False, True, True]"
boston_celtics,2010,"[True, False, True, True, True, True, True, False, True, True, True, False, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, False, True, True, True, True, False, False, True, True, True, True, True, False, True, True, False, True, True, False, True, False, False, True, True, True, False, True, True, True, True, True, False, False, True, False, True, False, True, True, False, False, True, False, True, False, True, True, False, True, False, False, True]"
boston_celtics,2009,"[True, True, True, True, True, True, False, True, True, False, False, True, False, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True, False, False, False, True, True, False, True, False, True, False, False, False, True, True, False, False, False, True, True, True, False, False, True, True, True, False, True, False, False, True, True, True, True, False, False, True, False, True, True, True, True, False, True, True, False, False, False, True, False, True, False, True, False, False]"
boston_celtics,2008,"[True, True, False, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False, False, True, False, True, False, False, False, False, True, True, True, True, True, True, True, True, True, True, True, True, False, True, False, True, True, False, True, True, False, True, False, True, True, False, False, True, False, False, True, True, True, True, False, True, True, True, True, True, True, False, True, True]"
boston_celtics,2007,"[True, True, True, True, True, True, True, True, False, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, False, True, False, False, True, True, True, False, True, False, True, True, False, True, True, True, True, True, False, False, False, True, True, True, True, True, True, True, True, True, True, False, True, True, True, True, False, False, True, True, True, True, True, True, True, False, True, True, True, True]"
